SPECIES,STATION ID,Agricultural,ForestSource,Forested,Urbanized,PreBr1-1,PreBr1-2,PreBr1-3,Breed1-1,Breed1-2,Breed1-3,PostBr1-1,PostBr1-2,PostBr1-3,PreBr2-1,PreBr2-2,PreBr2-3,Breed2-1,Breed2-2,Breed2-3
PETH,For - 27,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1
PETH,For - 28,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
PETH,For - 29,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
PETH,For - 3,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0
PETH,For - 30,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
PETH,For - 4,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
PETH,For - 5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PETH,For - 6,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1
PETH,For - 7,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
PETH,For - 8,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
PETH,For - 9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1
PETH,Urban - 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PETH,Urban - 10,0,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,1,1
PETH,Urban - 11,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
PETH,Urban - 12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PETH,Urban - 13,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,1
PETH,Urban - 14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PETH,Urban - 15,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PETH,Urban - 16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
PETH,Urban - 17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PETH,Urban - 18,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0
PETH,Urban - 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
PETH,Urban - 2,0,0,0,1,0,0,0,1,1,1,1,0,NA,0,0,0,0,1,1
PETH,Urban - 20,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
PETH,Urban - 21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PETH,Urban - 22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PETH,Urban - 23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PETH,Urban - 24,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
PETH,Urban - 25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PETH,Urban - 26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PETH,Urban - 27,0,0,0,1,0,0,0,1,1,1,0,0,NA,0,0,0,1,0,1
PETH,Urban - 28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PETH,Urban - 29,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
PETH,Urban - 3,0,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,1,1,1,1
PETH,Urban - 30,0,0,0,1,1,0,0,1,0,0,1,0,NA,0,0,0,1,1,1
PETH,Urban - 4,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
PETH,Urban - 5,0,0,0,1,0,0,0,1,1,1,1,0,NA,1,1,1,1,1,1
PETH,Urban - 6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PETH,Urban - 7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PETH,Urban - 8,0,0,0,1,1,0,0,1,1,1,0,1,NA,0,0,0,1,0,0
PETH,Urban - 9,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1
PREM,Agri - 1,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 10,1,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 11,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 12,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 13,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 14,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
PREM,Agri - 15,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
PREM,Agri - 16,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 17,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 18,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0
PREM,Agri - 19,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 2,1,0,0,0,1,0,1,0,0,0,0,0,NA,0,1,0,1,1,0
PREM,Agri - 20,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 21,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
PREM,Agri - 22,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 23,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
PREM,Agri - 24,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0
PREM,Agri - 25,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 26,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0
PREM,Agri - 27,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 28,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 29,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 3,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
PREM,Agri - 4,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 5,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 6,1,0,0,0,1,0,0,1,0,1,0,0,NA,0,1,0,0,0,0
PREM,Agri - 7,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Agri - 8,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0
PREM,Agri - 9,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Edge (G) - 26,0,1,0,0,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0
PREM,Edge (G) - 28,0,1,0,0,0,0,0,1,0,0,0,0,NA,0,0,1,0,0,0
PREM,Edge (G) - 29,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
PREM,Edge (G) - 30,0,1,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0
PREM,Edge (G) - 31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (G) - 32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PREM,Edge (G) - 33,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0
PREM,Edge (G) - 34,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0
PREM,Edge (G) - 35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (G) - 36,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (G) - 37,0,1,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Edge (G) - 38,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (G) - 39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (G) - 40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
PREM,Edge (G) - 41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (G) - 42,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (G) - 43,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (G) - 44,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (S) - 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (S) - 11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PREM,Edge (S) - 12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PREM,Edge (S) - 13,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
PREM,Edge (S) - 14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PREM,Edge (S) - 15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (S) - 16,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0
PREM,Edge (S) - 18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (S) - 19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (S) - 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (S) - 20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (S) - 21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PREM,Edge (S) - 22,0,1,0,0,NA,NA,NA,0,0,1,0,0,NA,0,0,1,0,0,0
PREM,Edge (S) - 24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Edge (S) - 25,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
PREM,Edge (S) - 3,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
PREM,Edge (S) - 4,0,1,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1
PREM,Edge (S) - 5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PREM,Edge (S) - 6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PREM,Edge (S) - 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PREM,For - 15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PREM,For - 20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PREM,For - 21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PREM,For - 25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PREM,For - 27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
PREM,For - 6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PREM,For - 8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,For - 9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Urban - 1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0
PREM,Urban - 10,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Urban - 11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Urban - 12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PREM,Urban - 13,0,0,0,1,1,0,0,0,0,0,1,0,NA,0,1,0,1,1,1
PREM,Urban - 14,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
PREM,Urban - 15,0,0,0,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,1
PREM,Urban - 16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
PREM,Urban - 17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PREM,Urban - 18,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0
PREM,Urban - 19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PREM,Urban - 2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Urban - 20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Urban - 21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PREM,Urban - 22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Urban - 23,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
PREM,Urban - 24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Urban - 25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Urban - 26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
PREM,Urban - 27,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0
PREM,Urban - 28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Urban - 29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PREM,Urban - 3,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0
PREM,Urban - 30,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,0
PREM,Urban - 4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
PREM,Urban - 5,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PREM,Urban - 6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Urban - 7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREM,Urban - 8,0,0,0,1,1,0,1,0,0,0,0,0,NA,0,0,1,1,0,0
PREM,Urban - 9,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0
PRFL,Agri - 1,1,0,0,0,0,1,1,0,0,1,1,1,NA,0,0,0,1,0,0
PRFL,Agri - 10,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,1,0,0,0
PRFL,Agri - 11,1,0,0,0,0,0,0,1,0,0,1,0,NA,0,0,1,0,0,1
PRFL,Agri - 12,1,0,0,0,0,1,1,1,0,0,1,0,NA,0,0,0,0,0,0
PRFL,Agri - 13,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 14,1,0,0,0,1,0,1,1,0,0,NA,NA,NA,0,1,0,0,0,0
PRFL,Agri - 15,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,1,0,0,NA
PRFL,Agri - 16,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 17,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 18,1,0,0,0,1,0,1,0,0,1,0,1,NA,0,0,0,0,0,0
PRFL,Agri - 19,1,0,0,0,0,1,1,1,1,0,1,1,NA,0,0,0,0,0,0
PRFL,Agri - 2,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,1,1,1
PRFL,Agri - 20,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 21,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,0
PRFL,Agri - 22,1,0,0,0,1,0,1,0,0,0,1,1,NA,0,0,0,1,0,0
PRFL,Agri - 23,1,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,0,0,0,0
PRFL,Agri - 24,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 25,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 26,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 27,1,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0
PRFL,Agri - 28,1,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 29,1,0,0,0,0,0,1,1,0,0,0,1,NA,0,0,0,0,0,0
PRFL,Agri - 3,1,0,0,0,1,1,1,0,0,0,1,0,NA,1,1,0,1,1,0
PRFL,Agri - 30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
PRFL,Agri - 4,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 5,1,0,0,0,1,0,1,0,0,1,1,0,NA,0,0,0,0,0,0
PRFL,Agri - 6,1,0,0,0,0,1,1,0,1,0,1,0,NA,1,0,0,1,1,0
PRFL,Agri - 7,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Agri - 8,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,1,1,1,0
PRFL,Agri - 9,1,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Edge (G) - 26,0,1,0,0,NA,NA,NA,1,1,1,1,0,0,0,1,0,0,1,0
PRFL,Edge (G) - 28,0,1,0,0,1,0,0,1,1,1,1,1,NA,0,0,1,1,1,1
PRFL,Edge (G) - 29,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
PRFL,Edge (G) - 30,0,1,0,0,NA,NA,NA,1,1,1,1,1,0,0,0,1,0,0,1
PRFL,Edge (G) - 31,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
PRFL,Edge (G) - 32,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1
PRFL,Edge (G) - 33,0,1,0,0,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0
PRFL,Edge (G) - 34,0,1,0,0,NA,NA,NA,0,1,1,0,0,0,0,1,0,0,0,0
PRFL,Edge (G) - 35,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0
PRFL,Edge (G) - 36,0,1,0,0,NA,NA,NA,0,0,0,1,1,1,0,0,0,1,1,0
PRFL,Edge (G) - 37,0,1,0,0,0,0,1,0,0,1,1,0,NA,0,0,0,0,0,0
PRFL,Edge (G) - 38,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
PRFL,Edge (G) - 39,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1
PRFL,Edge (G) - 40,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PRFL,Edge (G) - 41,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRFL,Edge (G) - 42,0,1,0,0,NA,NA,NA,0,0,1,1,1,0,0,0,0,0,1,0
PRFL,Edge (G) - 43,0,1,0,0,NA,NA,NA,0,0,1,1,0,1,1,0,0,0,0,0
PRFL,Edge (G) - 44,0,1,0,0,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0
PRFL,Edge (S) - 1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
PRFL,Edge (S) - 11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
PRFL,Edge (S) - 12,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
PRFL,Edge (S) - 13,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
PRFL,Edge (S) - 14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,Edge (S) - 15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRFL,Edge (S) - 16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PRFL,Edge (S) - 18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PRFL,Edge (S) - 19,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
PRFL,Edge (S) - 2,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
PRFL,Edge (S) - 20,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
PRFL,Edge (S) - 21,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PRFL,Edge (S) - 22,0,1,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,1,0
PRFL,Edge (S) - 24,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0
PRFL,Edge (S) - 25,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PRFL,Edge (S) - 3,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1
PRFL,Edge (S) - 4,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1
PRFL,Edge (S) - 5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
PRFL,Edge (S) - 6,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
PRFL,Edge (S) - 7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
PRFL,For - 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRFL,For - 10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,For - 11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,For - 12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PRFL,For - 13,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
PRFL,For - 14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PRFL,For - 15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,For - 16,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
PRFL,For - 17,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
PRFL,For - 18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRFL,For - 19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,For - 2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PRFL,For - 20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
PRFL,For - 21,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0
PRFL,For - 22,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
PRFL,For - 23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,For - 24,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PRFL,For - 25,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
PRFL,For - 26,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
PRFL,For - 27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PRFL,For - 28,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
PRFL,For - 29,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,For - 3,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1
PRFL,For - 30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PRFL,For - 4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
PRFL,For - 5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PRFL,For - 6,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
PRFL,For - 7,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
PRFL,For - 8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
PRFL,For - 9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
PRFL,Urban - 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,Urban - 10,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Urban - 11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,Urban - 12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,Urban - 13,0,0,0,1,0,0,0,0,0,0,1,1,NA,0,0,0,0,1,1
PRFL,Urban - 14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFL,Urban - 15,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
PRFL,Urban - 16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
